permit_number,issue_date,project_value,type_of_work,address,PostalCode,building_contractor,property_use,year,n,FSA,logPropVal
DB-2018-00556,2018-10-30,221385,New Building,"811 W 47TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Sky & Star Enterprise Inc,Dwelling Uses,2018,843, V1V,5.345148191800533
DB-2018-03570,2018-10-30,154080,New Building,"5339 SOPHIA STREET, Vancouver, BC V1V 1V1", V1V 1V1,Lanka Constructions Ltd,Dwelling Uses,2018,843, V1V,5.187746269780459
DB-2018-03741,2018-10-31,702750,New Building,"2699 E 7TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,KMB Developments Ltd,Dwelling Uses,2018,843, V1V,5.846800854279478
BP-2018-04195,2018-11-01,155000,Addition / Alteration,"1055 W GEORGIA STREET, Vancouver, BC V6E 3P3", V6E 3P3,NA,Retail Uses,2018,33, V6E,5.190331698170292
BP-2018-05149,2018-11-01,100000,Demolition / Deconstruction,"666 BURRARD STREET, Vancouver, BC V6C 2X8", V6C 2X8,Canadian Turner Construction Company Ltd,Office Uses,2018,41, V6C,5
BP-2018-05307,2018-11-05,85350,Addition / Alteration,"700 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,Central West Project Management Inc,Office Uses,2018,113, V7Y,4.931203525450752
BP-2018-05245,2018-11-06,56500,Addition / Alteration,"700 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,NA,Office Uses,2018,113, V7Y,4.752048447819439
DB-2018-04347,2018-11-07,400000,Addition / Alteration,"3545 SAWMILL CRESCENT, Vancouver, BC V1V 1V1", V1V 1V1,NA,Service Uses,2018,843, V1V,5.6020599913279625
BP-2017-05394,2018-11-09,300000,New Building,"3861 WILLOW STREET, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2018,843, V1V,5.477121254719663
DB-2018-02189,2018-11-14,697500,New Building,"908 E 28TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,ANIMARK HOLDINGS LTD,Dwelling Uses,2018,843, V1V,5.843544211945635
BP-2018-03268,2018-11-15,2657767,Addition / Alteration,"2015 MAIN STREET, Vancouver, BC V1V 1V1", V1V 1V1,NA,Office Uses,2018,843, V1V,6.424516904729466
BP-2018-05825,2018-11-20,200000,Addition / Alteration,"666 BURRARD STREET, Vancouver, BC V6C 2X8", V6C 2X8,Hodgson King & Marble Ltd,Office Uses,2018,41, V6C,5.301029995663981
BP-2018-05669,2018-11-29,500000,Addition / Alteration,"666 BURRARD STREET, Vancouver, BC V6C 2X8", V6C 2X8,Fusion Project Management Ltd,Office Uses,2018,41, V6C,5.698970004336019
BP-2018-03630,2018-12-03,420000000,Addition / Alteration,"658 HOMER STREET, Vancouver, BC V1V 1V1", V1V 1V1,PCL CONSTRUCTORS WESTCOAST INC,Office Uses,2018,843, V1V,8.6232492903979
BP-2018-06041,2018-12-03,500000,Addition / Alteration,"666 BURRARD STREET, Vancouver, BC V6C 2X8", V6C 2X8,Kindred Construction Ltd,Office Uses,2018,41, V6C,5.698970004336019
DB-2018-00971,2018-12-04,709000,New Building,"1592 W 65TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Max-Pro Construction Ltd,Dwelling Uses,2018,843, V1V,5.850646235183066
BP-2018-05895,2018-12-11,200000,Addition / Alteration,"200 GRANVILLE STREET, Vancouver, BC V6C 1S4", V6C 1S4,NA,Office Uses,2018,38, V6C,5.301029995663981
BP-2017-03982,2018-12-17,10500000,New Building,"510 RICHARDS STREET, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2018,843, V1V,7.021189299069938
BP-2018-05858,2018-12-20,87500,Addition / Alteration,"1501 HARO STREET, Vancouver, BC V6G 1G4", V6G 1G4,Solid General Contractors Inc,Dwelling Uses,2018,44, V6G,4.942008053022313
BP-2018-05859,2018-12-20,62500,Addition / Alteration,"1755 HARO STREET, Vancouver, BC V6G 1H2", V6G 1H2,Solid General Contractors Inc,Dwelling Uses,2018,44, V6G,4.795880017344075
BP-2018-06171,2019-01-02,250000,Addition / Alteration,"1305 DAVIE STREET, Vancouver, BC V1V 1V1", V1V 1V1,NA,Retail Uses,2019,843, V1V,5.3979400086720375
BP-2018-06204,2019-01-03,35000,Addition / Alteration,"SKYTRAIN STATION - 439 GRANVILLE STREET, Vancouver, BC V1V 1V1", V1V 1V1,Sheepwash Contracting & Design Inc,Office Uses,2019,843, V1V,4.544068044350276
BP-2016-00915,2019-01-04,2000000,Addition / Alteration,"1055 W HASTINGS STREET, Vancouver, BC V6E 2E9", V6E 2E9,NA,Office Uses,2019,40, V6E,6.301029995663981
BP-2018-03275,2019-01-08,4000000,New Building,"1021 BURNABY STREET, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2019,843, V1V,6.6020599913279625
BP-2018-06560,2019-01-08,10000,Addition / Alteration,"1055 W HASTINGS STREET, Vancouver, BC V6E 2E9", V6E 2E9,Commercial Projects Group Inc,Office Uses,2019,40, V6E,4
BP-2018-04953,2019-01-11,773908,Addition / Alteration,"1333 W BROADWAY, Vancouver, BC V6H 4C1", V6H 4C1,NA,Office Uses,2019,32, V6H,5.888689336048377
BP-2018-06214,2019-01-17,225000,Addition / Alteration,"1075 W GEORGIA STREET, Vancouver, BC V6E 3C9", V6E 3C9,Priority Projects,Office Uses,2019,44, V6E,5.352182518111363
BP-2018-06559,2019-01-21,125000,Addition / Alteration,"1055 W HASTINGS STREET, Vancouver, BC V6E 2E9", V6E 2E9,Commercial Projects Group Inc,Office Uses,2019,40, V6E,5.096910013008056
BP-2019-00094,2019-01-22,10000,Addition / Alteration,"595 BURRARD STREET, Vancouver, BC V7X 1K8", V7X 1K8,NA,Office Uses,2019,33, V7X,4
BP-2018-06375,2019-01-25,93064,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,NA,Retail Uses,2019,113, V7Y,4.968781715085214
BP-2018-06619,2019-01-28,140000,Addition / Alteration,"700 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,New Image Projects Inc.,Office Uses,2019,113, V7Y,5.146128035678238
BP-2018-06698,2019-01-29,353000,Addition / Alteration,"1055 W HASTINGS STREET, Vancouver, BC V6E 2E9", V6E 2E9,Fusion Project Management Ltd,Office Uses,2019,40, V6E,5.547774705387822
BP-2018-02735,2019-01-30,110594121,New Building,"8138 FRASER STREET, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2019,843, V1V,8.043732041208099
BP-2018-04137,2019-02-01,85000000,New Building,"3438 SAWMILL CRESCENT, Vancouver, BC V1V 1V1", V1V 1V1,Wesgroup Contracting Ltd,Dwelling Uses,2019,843, V1V,7.929418925714293
BP-2019-00009,2019-02-06,29696.36,Addition / Alteration,"1755 HARO STREET, Vancouver, BC V6G 1H2", V6G 1H2,Griffin Restoration Services Inc,Dwelling Uses,2019,44, V6G,4.4727032193914695
DB-2019-00219,2019-02-08,4535379,Addition / Alteration,"885 W GEORGIA STREET, Vancouver, BC V6C 3E8", V6C 3E8,Chandos Construction,Office Uses,2019,40, V6C,6.656613584831865
BP-2019-00541,2019-02-21,250000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,Fusion Project Management Ltd,Office Uses,2019,113, V7Y,5.3979400086720375
BP-2017-04912,2019-02-25,500000,Addition / Alteration,"1005 JERVIS STREET, Vancouver, BC V6E 3T1", V6E 3T1,Action Electric Ltd,Dwelling Uses,2019,38, V6E,5.698970004336019
BP-2019-00377,2019-02-27,60000,Addition / Alteration,"1005 JERVIS STREET, Vancouver, BC V6E 3T1", V6E 3T1,Solid General Contractors Inc,Dwelling Uses,2019,38, V6E,4.778151250383644
DB-2018-01579,2019-03-12,812750,New Building,"2951 E 42ND AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Lisa Luwen Cheung,Dwelling Uses,2019,843, V1V,5.9099569781681645
BP-2019-01255,2019-05-14,80000,Addition / Alteration,"1055 W HASTINGS STREET, Vancouver, BC V6E 2E9", V6E 2E9,NA,Office Uses,2019,40, V6E,4.903089986991944
BP-2019-01558,2019-05-14,30000,Addition / Alteration,"1755 HARO STREET, Vancouver, BC V6G 1H2", V6G 1H2,Griffin Restoration Services Inc,Dwelling Uses,2019,44, V6G,4.477121254719663
BP-2019-01674,2019-05-22,100000,Addition / Alteration,"885 W GEORGIA STREET, Vancouver, BC V6C 3E8", V6C 3E8,Matra Construction,Office Uses,2019,40, V6C,5
BP-2019-01675,2019-05-22,100000,Addition / Alteration,"885 W GEORGIA STREET, Vancouver, BC V6C 3E8", V6C 3E8,Matra Construction,Office Uses,2019,40, V6C,5
BP-2019-01651,2019-05-24,186000,Addition / Alteration,"700 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,Aura Office Environments Inc,Office Uses,2019,113, V7Y,5.269512944217916
BP-2019-01770,2019-05-24,150000,Addition / Alteration,"1980 PANDORA STREET, Vancouver, BC V1V 1V1", V1V 1V1,Harwood Developments Inc,Service Uses,2019,843, V1V,5.176091259055681
BP-2019-02052,2019-05-24,25000,Addition / Alteration,"1075 W GEORGIA STREET, Vancouver, BC V6E 3C9", V6E 3C9,Gibraltar Holdings,Office Uses,2019,44, V6E,4.3979400086720375
BP-2019-01926,2019-05-28,200000,Addition / Alteration,"1066 W HASTINGS STREET, Vancouver, BC V6E 4M1", V6E 4M1,VPAC Construction Group Ltd,Office Uses,2019,31, V6E,5.301029995663981
BP-2019-02012,2019-06-10,500000,Addition / Alteration,"650 W 41ST AVENUE, Vancouver, BC V5Z 2M9", V5Z 2M9,NA,Retail Uses,2019,58, V5Z,5.698970004336019
BP-2019-01940,2019-06-18,30000,Addition / Alteration,"1755 HARO STREET, Vancouver, BC V6G 1H2", V6G 1H2,Griffin Restoration Services Inc,Dwelling Uses,2019,44, V6G,4.477121254719663
BP-2019-02603,2019-06-19,15000,Addition / Alteration,"1177 W HASTINGS STREET, Vancouver, BC V6E 2K3", V6E 2K3,Focus Project Management Ltd,Office Uses,2019,41, V6E,4.176091259055681
BP-2019-02265,2019-06-26,30000,Addition / Alteration,"1501 HARO STREET, Vancouver, BC V6G 1G4", V6G 1G4,Solid General Contractors Inc,Dwelling Uses,2019,44, V6G,4.477121254719663
BP-2019-02431,2019-06-26,35000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,Gibraltar Holdings Ltd,Office Uses,2019,113, V7Y,4.544068044350276
BP-2019-02548,2019-07-04,200000,Addition / Alteration,"650 W GEORGIA STREET, Vancouver, BC V6B 4N9", V6B 4N9,VPAC Construction Group Ltd,Office Uses,2019,46, V6B,5.301029995663981
DB-2018-06330,2019-07-05,183797.5,New Building,"4055 SIDNEY STREET, Vancouver, BC V1V 1V1", V1V 1V1,Vandot Home Services & Development Ltd,Dwelling Uses,2019,843, V1V,5.264339599848848
BP-2019-02937,2019-07-11,50000,Addition / Alteration,"1075 W GEORGIA STREET, Vancouver, BC V6E 3C9", V6E 3C9,Gibraltar Holdings Ltd,Office Uses,2019,44, V6E,4.698970004336019
BP-2019-02896,2019-07-12,5000,Addition / Alteration,"650 W GEORGIA STREET, Vancouver, BC V6B 4N9", V6B 4N9,Gibraltar Holdings,Office Uses,2019,46, V6B,3.6989700043360187
BP-2019-02207,2019-07-17,300000,Addition / Alteration,"885 W GEORGIA STREET, Vancouver, BC V6C 3E8", V6C 3E8,NA,Office Uses,2019,40, V6C,5.477121254719663
BP-2017-06486,2019-07-18,5996000,New Building,"397 W 7TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,NA,Office Uses,2019,843, V1V,6.777861624176242
BP-2019-03046,2019-07-23,16000,Addition / Alteration,"543 GRANVILLE STREET #705, Vancouver, BC V1V 1V1", V1V 1V1,TotalPlan Inc,Office Uses,2019,843, V1V,4.204119982655925
BP-2019-02653,2019-07-24,220000,Addition / Alteration,"1177 W HASTINGS STREET, Vancouver, BC V6E 2K3", V6E 2K3,Focus Project Management Ltd,Office Uses,2019,41, V6E,5.342422680822207
BP-2019-02791,2019-07-30,30000,Addition / Alteration,"1501 HARO STREET, Vancouver, BC V6G 1G4", V6G 1G4,Solid General Contractors Inc,Dwelling Uses,2019,44, V6G,4.477121254719663
BP-2019-02794,2019-07-31,30000,Addition / Alteration,"1005 JERVIS STREET, Vancouver, BC V6E 3T1", V6E 3T1,Solid General Contractors Inc,Dwelling Uses,2019,38, V6E,4.477121254719663
BP-2019-02741,2019-08-01,225000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,NA,Retail Uses,2019,113, V7Y,5.352182518111363
BP-2019-03067,2019-08-12,30000,Addition / Alteration,"1501 HARO STREET, Vancouver, BC V6G 1G4", V6G 1G4,Solid General Contractors Inc,Dwelling Uses,2019,44, V6G,4.477121254719663
BP-2019-03090,2019-08-20,225000,Addition / Alteration,"650 W 41ST AVENUE, Vancouver, BC V5Z 2M9", V5Z 2M9,NA,Retail Uses,2019,58, V5Z,5.352182518111363
BP-2019-03195,2019-08-22,250000,Addition / Alteration,"2888 BRADFIELD COURT, Vancouver, BC V1V 1V1", V1V 1V1,NA,Office Uses,2019,843, V1V,5.3979400086720375
BP-2019-03268,2019-08-26,27000,Addition / Alteration,"650 W GEORGIA STREET, Vancouver, BC V6B 4N9", V6B 4N9,Epic Spaces Inc,Office Uses,2019,46, V6B,4.431363764158987
DB-2018-00949,2019-08-26,5000,Addition / Alteration,"6071 GRANVILLE STREET, Vancouver, BC V1V 1V1", V1V 1V1,Air Tech Enterprises,Dwelling Uses,2019,843, V1V,3.6989700043360187
BP-2019-03280,2019-08-27,60000,Addition / Alteration,"1055 W HASTINGS STREET, Vancouver, BC V6E 2E9", V6E 2E9,NA,Office Uses,2019,40, V6E,4.778151250383644
BP-2019-03649,2019-08-29,172000,Addition / Alteration,"3183 PIERVIEW CRESCENT, Vancouver, BC V1V 1V1", V1V 1V1,NA,Service Uses,2019,843, V1V,5.235528446907549
BP-2019-03650,2019-08-29,178000,Addition / Alteration,"3245 PIERVIEW CRESCENT, Vancouver, BC V1V 1V1", V1V 1V1,NA,Service Uses,2019,843, V1V,5.250420002308894
BP-2019-03510,2019-09-03,30000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,NA,Retail Uses,2019,113, V7Y,4.477121254719663
BP-2019-03647,2019-09-04,18500,Addition / Alteration,"1055 W HASTINGS STREET, Vancouver, BC V6E 2E9", V6E 2E9,Commercial Projects Group Inc,Office Uses,2019,40, V6E,4.267171728403014
BP-2019-01548,2019-09-09,75000,Demolition / Deconstruction,"368 LAKEWOOD DRIVE, Vancouver, BC V1V 1V1", V1V 1V1,D & S Bulldozing Ltd,Retail Uses,2019,843, V1V,4.8750612633917
BP-2019-03873,2019-09-16,43000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,NA,Retail Uses,2019,113, V7Y,4.633468455579586
BP-2019-03637,2019-09-20,30000,Addition / Alteration,"1501 HARO STREET, Vancouver, BC V6G 1G4", V6G 1G4,Solid General Contractors Inc,Dwelling Uses,2019,44, V6G,4.477121254719663
BP-2019-02973,2019-09-24,5000,Addition / Alteration,"1305 DAVIE STREET, Vancouver, BC V1V 1V1", V1V 1V1,NA,Service Uses,2019,843, V1V,3.6989700043360187
BP-2019-03593,2019-09-25,324075,Addition / Alteration,"650 W GEORGIA STREET, Vancouver, BC V6B 4N9", V6B 4N9,NA,Office Uses,2019,46, V6B,5.51064552970293
DB-2019-01919,2019-09-25,188812.5,New Building,"7228 QUEBEC STREET, Vancouver, BC V1V 1V1", V1V 1V1,0949351 BC Ltd,Dwelling Uses,2019,843, V1V,5.276030742617356
BP-2018-03940,2019-09-27,3000000,New Building,"2525 STEPHENS STREET, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2019,843, V1V,6.477121254719663
BP-2019-01975,2019-09-27,120000,Addition / Alteration,"650 W 41ST AVENUE, Vancouver, BC V5Z 2M9", V5Z 2M9,TBI Management Ltd.,Retail Uses,2019,58, V5Z,5.079181246047625
BP-2019-03658,2019-09-27,70000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,CE Miles Construction Ltd,Retail Uses,2019,113, V7Y,4.845098040014257
BP-2019-04134,2019-10-08,90000,Addition / Alteration,"1005 JERVIS STREET, Vancouver, BC V6E 3T1", V6E 3T1,Solid General Contractors Inc,Dwelling Uses,2019,38, V6E,4.954242509439325
BP-2019-04170,2019-10-15,30000,Addition / Alteration,"1501 HARO STREET, Vancouver, BC V6G 1G4", V6G 1G4,Solid General Contractors Inc,Dwelling Uses,2019,44, V6G,4.477121254719663
BP-2019-04226,2019-10-16,50000,Addition / Alteration,"700 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,North Stream Contracting Ltd,Office Uses,2019,113, V7Y,4.698970004336019
BP-2019-01935,2019-10-23,50000,Addition / Alteration,"1075 W GEORGIA STREET, Vancouver, BC V6E 3C9", V6E 3C9,Halse Martin Construction Co Ltd,Office Uses,2019,44, V6E,4.698970004336019
BP-2019-04247,2019-10-23,60000,Addition / Alteration,"650 W 41ST AVENUE, Vancouver, BC V5Z 2M9", V5Z 2M9,Black Dog Projects Ltd,Office Uses,2019,58, V5Z,4.778151250383644
BP-2019-04248,2019-10-23,40000,Addition / Alteration,"650 W 41ST AVENUE, Vancouver, BC V5Z 2M9", V5Z 2M9,Black Dog Projects Ltd,Office Uses,2019,58, V5Z,4.6020599913279625
BP-2019-04653,2019-10-25,150000,Addition / Alteration,"700 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,Harrier Construction & Project Management Ltd,Office Uses,2019,113, V7Y,5.176091259055681
BP-2019-02703,2019-10-28,1406104,Addition / Alteration,"1333 W BROADWAY, Vancouver, BC V6H 4C1", V6H 4C1,Canadian Turner Construction Company Ltd,Office Uses,2019,32, V6H,6.148017443696424
BP-2019-03814,2019-10-29,45000,Addition / Alteration,"200 GRANVILLE STREET, Vancouver, BC V6C 1S4", V6C 1S4,NA,Office Uses,2019,38, V6C,4.653212513775344
BP-2019-04070,2019-11-07,170000,Addition / Alteration,"1501 HARO STREET, Vancouver, BC V6G 1G4", V6G 1G4,Solid General Contractors Inc,Dwelling Uses,2019,44, V6G,5.230448921378274
BP-2019-04733,2019-11-07,700000,Addition / Alteration,"200 GRANVILLE STREET, Vancouver, BC V6C 1S4", V6C 1S4,Reotech Construction Ltd,Office Uses,2019,38, V6C,5.845098040014257
BP-2018-05883,2019-12-02,10000000,New Building,"368 LAKEWOOD DRIVE, Vancouver, BC V1V 1V1", V1V 1V1,Mosaic Avenue Construction Ltd,Dwelling Uses,2019,843, V1V,7
BP-2019-05055,2019-12-04,60000,Addition / Alteration,"1755 HARO STREET, Vancouver, BC V6G 1H2", V6G 1H2,Capital C Contracting Inc,Dwelling Uses,2019,44, V6G,4.778151250383644
BP-2019-05158,2019-12-05,70000,Addition / Alteration,"650 W 41ST AVENUE, Vancouver, BC V5Z 2M9", V5Z 2M9,Gocan Contracting Ltd.,Retail Uses,2019,58, V5Z,4.845098040014257
BP-2019-04688,2019-12-06,30000,Addition / Alteration,"1501 HARO STREET, Vancouver, BC V6G 1G4", V6G 1G4,Solid General Contractors Inc,Dwelling Uses,2019,44, V6G,4.477121254719663
BP-2019-04502,2019-12-09,500000,Addition / Alteration,"1055 W GEORGIA STREET, Vancouver, BC V6E 3P3", V6E 3P3,Canadian Turner Construction Company Ltd,Office Uses,2019,33, V6E,5.698970004336019
DB-2019-03624,2019-12-17,800000,Addition / Alteration,"650 W 41ST AVENUE, Vancouver, BC V5Z 2M9", V5Z 2M9,NA,Retail Uses,2019,58, V5Z,5.903089986991944
BP-2019-05251,2019-12-18,30000,Addition / Alteration,"1005 JERVIS STREET, Vancouver, BC V6E 3T1", V6E 3T1,Solid General Contractors Inc,Dwelling Uses,2019,38, V6E,4.477121254719663
BP-2019-05258,2019-12-19,255000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,NA,Retail Uses,2019,113, V7Y,5.4065401804339555
BP-2019-05697,2020-01-03,30000,Addition / Alteration,"1755 HARO STREET, Vancouver, BC V6G 1H2", V6G 1H2,Capital Contracting Inc,Dwelling Uses,2020,44, V6G,4.477121254719663
BP-2019-04693,2020-01-20,625000,Addition / Alteration,"885 W GEORGIA STREET, Vancouver, BC V6C 3E8", V6C 3E8,Aura Office Environments Inc,Office Uses,2020,40, V6C,5.795880017344075
BP-2019-05436,2020-01-20,1440000,Addition / Alteration,"700 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,NA,Office Uses,2020,113, V7Y,6.158362492095249
DB-2019-05619,2020-01-28,110000,Addition / Alteration,"650 W 41ST AVENUE, Vancouver, BC V5Z 2M9", V5Z 2M9,NA,Retail Uses,2020,58, V5Z,5.041392685158225
BP-2020-00325,2020-02-05,150000,Addition / Alteration,"6345 WEST BOULEVARD, Vancouver, BC V1V 1V1", V1V 1V1,Cube 4 Construction & Design Ltd,Service Uses,2020,843, V1V,5.176091259055681
BP-2020-00140,2020-02-06,30000,Addition / Alteration,"1501 HARO STREET, Vancouver, BC V6G 1G4", V6G 1G4,Solid General Contractors Inc,Dwelling Uses,2020,44, V6G,4.477121254719663
BP-2020-00201,2020-02-06,30000,Addition / Alteration,"1005 JERVIS STREET, Vancouver, BC V6E 3T1", V6E 3T1,Solid General Contractors Inc,Dwelling Uses,2020,38, V6E,4.477121254719663
BP-2020-00134,2020-02-07,40000,Addition / Alteration,"885 W GEORGIA STREET, Vancouver, BC V6C 3E8", V6C 3E8,Gibraltar Holdings Ltd,Office Uses,2020,40, V6C,4.6020599913279625
BP-2020-00178,2020-02-07,30000,Addition / Alteration,"1755 HARO STREET, Vancouver, BC V6G 1H2", V6G 1H2,Capital Contracting Inc,Dwelling Uses,2020,44, V6G,4.477121254719663
BP-2019-05620,2020-02-12,2000000,Addition / Alteration,"666 BURRARD STREET, Vancouver, BC V6C 2X8", V6C 2X8,Govan Brown Ltd,Office Uses,2020,41, V6C,6.301029995663981
BP-2019-05254,2020-02-20,624430,Addition / Alteration,"595 BURRARD STREET, Vancouver, BC V7X 1K8", V7X 1K8,Canadian Turner Construction Company Ltd,Institutional Uses,2020,33, V7X,5.795483760055778
BP-2020-00262,2020-02-21,150000,Addition / Alteration,"650 W GEORGIA STREET, Vancouver, BC V6B 4N9", V6B 4N9,Gibraltar Holdings Ltd,Office Uses,2020,46, V6B,5.176091259055681
BP-2020-00089,2020-02-25,80000,Addition / Alteration,"1055 W HASTINGS STREET, Vancouver, BC V6E 2E9", V6E 2E9,NA,Office Uses,2020,40, V6E,4.903089986991944
BP-2020-00144,2020-02-26,45000,Addition / Alteration,"928 EXPO BOULEVARD, Vancouver, BC V1V 1V1", V1V 1V1,Kiano Enterprises Inc,Retail Uses,2020,843, V1V,4.653212513775344
BP-2017-04322,2017-09-22,165000,Addition / Alteration,"1055 W GEORGIA STREET, Vancouver, BC V6E 3P3", V6E 3P3,GBS Construction Managers Inc,Office Uses,2017,33, V6E,5.217483944213907
DB-2017-03220,2017-09-26,160705,New Building,"5414 SHERBROOKE STREET, Vancouver, BC V1V 1V1", V1V 1V1,Sodhi Development Ltd,Dwelling Uses,2017,843, V1V,5.206029389138134
BP-2017-04409,2017-09-27,150000,Addition / Alteration,"885 W GEORGIA STREET, Vancouver, BC V6C 3E8", V6C 3E8,Novacom Construction Ltd,Office Uses,2017,40, V6C,5.176091259055681
BP-2017-04735,2017-10-04,5000,Addition / Alteration,"200 GRANVILLE STREET, Vancouver, BC V6C 1S4", V6C 1S4,VPAC Construction Group Ltd,Office Uses,2017,38, V6C,3.6989700043360187
BP-2017-03989,2017-10-11,37000,Addition / Alteration,"650 W GEORGIA STREET, Vancouver, BC V6B 4N9", V6B 4N9,NA,Office Uses,2017,46, V6B,4.568201724066995
BP-2017-04878,2017-10-11,43000,Addition / Alteration,"1055 W HASTINGS STREET, Vancouver, BC V6E 2E9", V6E 2E9,Brian Southam,Office Uses,2017,40, V6E,4.633468455579586
DB-2016-04558,2017-10-13,198750,New Building,"5281 COMMERCIAL STREET, Vancouver, BC V1V 1V1", V1V 1V1,Rai Development Ltd,Dwelling Uses,2017,843, V1V,5.298307137328508
BP-2017-04827,2017-10-17,140000,Addition / Alteration,"595 BURRARD STREET, Vancouver, BC V7X 1K8", V7X 1K8,NA,Office Uses,2017,33, V7X,5.146128035678238
BP-2017-05021,2017-10-18,10000,Addition / Alteration,"1055 W GEORGIA STREET, Vancouver, BC V6E 3P3", V6E 3P3,NA,Office Uses,2017,33, V6E,4
BP-2017-05120,2017-10-25,15000,Addition / Alteration,"1333 W BROADWAY, Vancouver, BC V6H 4C1", V6H 4C1,NA,Office Uses,2017,32, V6H,4.176091259055681
DB-2016-04432,2017-10-26,613250,New Building,"1188 W 67TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,1020531 BC Ltd,Dwelling Uses,2017,843, V1V,5.7876375568784235
BP-2017-05297,2017-11-03,6000,Addition / Alteration,"666 BURRARD STREET, Vancouver, BC V6C 2X8", V6C 2X8,All Spaces Project Management Ltd,Office Uses,2017,41, V6C,3.7781512503836434
DB-2017-02743,2017-11-03,225000,New Building,"1812 UPLAND DRIVE, Vancouver, BC V1V 1V1", V1V 1V1,Richland Design Ltd,Dwelling Uses,2017,843, V1V,5.352182518111363
DB-2017-01490,2017-11-07,225000,New Building,"4654 SIMPSON AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Smallworks Studio and Laneway Housing Inc,Dwelling Uses,2017,843, V1V,5.352182518111363
DB-2017-03525,2017-11-10,176245,New Building,"6623 TYNE STREET, Vancouver, BC V1V 1V1", V1V 1V1,New Function Electrical Company Limited,Dwelling Uses,2017,843, V1V,5.2461168050778415
BP-2017-02402,2017-11-14,846000,New Building,"2880 TRUTCH STREET, Vancouver, BC V1V 1V1", V1V 1V1,Eyco Building Group Ltd,Dwelling Uses,2017,843, V1V,5.9273703630390235
BP-2017-05195,2017-11-14,400000,Addition / Alteration,"1055 W HASTINGS STREET, Vancouver, BC V6E 2E9", V6E 2E9,NA,Office Uses,2017,40, V6E,5.6020599913279625
DB-2017-04358,2017-11-16,240547.5,New Building,"2478 E 39TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,Bright Star Holding Incorporated,Dwelling Uses,2017,843, V1V,5.381200847657844
DB-2017-03033,2017-11-20,514030,New Building,"2108 E 28TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2017,843, V1V,5.710988466182538
BP-2017-05527,2017-11-21,90000,Addition / Alteration,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,NA,Retail Uses,2017,113, V7Y,4.954242509439325
DB-2017-03037,2017-11-21,135750,New Building,"4428 SIDNEY STREET, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2017,843, V1V,5.132739838260885
BP-2017-00906,2017-11-22,8470000,New Building,"209 E 20TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,NA,Dwelling Uses,2017,843, V1V,6.927883410330707
DB-2017-04256,2017-11-22,221000,New Building,"1176 E 48TH AVENUE, Vancouver, BC V1V 1V1", V1V 1V1,HORIZON ONE PROPERTIES LTD,Dwelling Uses,2017,843, V1V,5.344392273685111
BP-2017-06059,2017-11-23,20000,Temporary Building / Structure,"701 W GEORGIA STREET, Vancouver, BC V7Y 1K8", V7Y 1K8,NA,Office Uses,2017,113, V7Y,4.301029995663981
